youtube_id,time_start,time_end,vatex_vid
cAxBY04KV2c,2,12,cAxBY04KV2c_000002_000012
LO8OjW7bBds,48,58,LO8OjW7bBds_000048_000058
_OtN9nGGFTI,4,14,_OtN9nGGFTI_000004_000014
p41FPi6TYY8,119,129,p41FPi6TYY8_000119_000129
c-umqY5HBxo,113,123,c-umqY5HBxo_000113_000123
SgzdiMypGHE,52,62,SgzdiMypGHE_000052_000062
8YBGHniZSVA,0,10,8YBGHniZSVA_000000_000010
o9bTKIYCA9c,21,31,o9bTKIYCA9c_000021_000031
2-ujw4m8-kA,2,12,2-ujw4m8-kA_000002_000012
l2qCiw1LrQw,25,35,l2qCiw1LrQw_000025_000035
zaCMAUukjAc,10,20,zaCMAUukjAc_000010_000020
gjoZic4WjiQ,12,22,gjoZic4WjiQ_000012_000022
YnbwNagC2xI,10,20,YnbwNagC2xI_000010_000020
ISu38J3CU7M,15,25,ISu38J3CU7M_000015_000025
haMBY5uX4Qs,99,109,haMBY5uX4Qs_000099_000109
iIH9dyhPNhQ,10,20,iIH9dyhPNhQ_000010_000020
PeFrL-rQBnk,165,175,PeFrL-rQBnk_000165_000175
ODF9n6nJAlw,3,13,ODF9n6nJAlw_000003_000013
gHl_5zagw04,157,167,gHl_5zagw04_000157_000167
E8ETFFvx1ac,1714,1724,E8ETFFvx1ac_001714_001724
rPv8mdRQcMg,963,973,rPv8mdRQcMg_000963_000973
_rxOb5aJgmk,20,30,_rxOb5aJgmk_000020_000030
63rfFPVVwXo,43,53,63rfFPVVwXo_000043_000053
o1zLQa2zaA4,243,253,o1zLQa2zaA4_000243_000253
702CL3eTNzg,0,10,702CL3eTNzg_000000_000010
g0A7TXRPies,0,10,g0A7TXRPies_000000_000010
N-LZPc27kjM,229,239,N-LZPc27kjM_000229_000239
1-5_TSdc35I,0,10,1-5_TSdc35I_000000_000010
bdCJ69JY2ro,78,88,bdCJ69JY2ro_000078_000088
-9vo9Oxjxhk,4,14,-9vo9Oxjxhk_000004_000014
2HQNJ8GrSqY,0,10,2HQNJ8GrSqY_000000_000010
97g4UgRi5t8,7,17,97g4UgRi5t8_000007_000017
9RN4WoMfgoE,26,36,9RN4WoMfgoE_000026_000036
HdKWhxU5m0g,0,10,HdKWhxU5m0g_000000_000010
1qCyr3DPYnw,0,10,1qCyr3DPYnw_000000_000010
mvCzUIx7li0,20,30,mvCzUIx7li0_000020_000030
QKrntLAipCU,38,48,QKrntLAipCU_000038_000048
IOKQVcsNVk4,80,90,IOKQVcsNVk4_000080_000090
m9n5SLRXIKw,15,25,m9n5SLRXIKw_000015_000025
0OuQ07pCRHc,212,222,0OuQ07pCRHc_000212_000222
jeps5nSwq-U,10,20,jeps5nSwq-U_000010_000020
Fq_U-t6O7ls,136,146,Fq_U-t6O7ls_000136_000146
VjKnZ1LlubE,65,75,VjKnZ1LlubE_000065_000075
Yf-1NTG-L0A,19,29,Yf-1NTG-L0A_000019_000029
iEAWgsSvJAE,23,33,iEAWgsSvJAE_000023_000033
5Jm0DJqRr2A,0,10,5Jm0DJqRr2A_000000_000010
8gvvRHbMRIg,16,26,8gvvRHbMRIg_000016_000026
0JezC4KDo-k,11,21,0JezC4KDo-k_000011_000021
XD7oMnLuI8Q,6,16,XD7oMnLuI8Q_000006_000016
i-3KZaTDuWg,0,10,i-3KZaTDuWg_000000_000010
aUM5lSD_g-w,52,62,aUM5lSD_g-w_000052_000062
EEMcAHWRTHU,48,58,EEMcAHWRTHU_000048_000058
FdJt0Hbn7ZE,22,32,FdJt0Hbn7ZE_000022_000032
ZK_1jqvgg-g,6,16,ZK_1jqvgg-g_000006_000016
YUyureRGLAA,0,10,YUyureRGLAA_000000_000010
3nhUQtCrpQc,262,272,3nhUQtCrpQc_000262_000272
urQP3t9vhNg,20,30,urQP3t9vhNg_000020_000030
D297atE3gag,203,213,D297atE3gag_000203_000213
3vaSJkHGnKE,6,16,3vaSJkHGnKE_000006_000016
CnHKmtkBBs8,3,13,CnHKmtkBBs8_000003_000013
C3zTIW7jRJc,0,10,C3zTIW7jRJc_000000_000010
0mcbkruL7r4,158,168,0mcbkruL7r4_000158_000168
BGjbcEVCDFU,329,339,BGjbcEVCDFU_000329_000339
LW0ck77OMTM,33,43,LW0ck77OMTM_000033_000043
dhjUIvHSlKw,6,16,dhjUIvHSlKw_000006_000016
B4Zk7uw432k,0,10,B4Zk7uw432k_000000_000010
EDo0d6HMV1k,41,51,EDo0d6HMV1k_000041_000051
8fy2AtExBoA,8,18,8fy2AtExBoA_000008_000018
bqHFdldKo-k,922,932,bqHFdldKo-k_000922_000932
O45kdm2N0kc,181,191,O45kdm2N0kc_000181_000191
qd6ZbSabjQA,1,11,qd6ZbSabjQA_000001_000011
Tf5OPAYaoCc,29,39,Tf5OPAYaoCc_000029_000039
WUw4QgSqjCA,7,17,WUw4QgSqjCA_000007_000017
Evx1mAM8NrY,76,86,Evx1mAM8NrY_000076_000086
WGBp9Zk9CW8,8,18,WGBp9Zk9CW8_000008_000018
BrceLhmdctY,227,237,BrceLhmdctY_000227_000237
TqbAGM4lX4U,51,61,TqbAGM4lX4U_000051_000061
0EojNazUJ9U,62,72,0EojNazUJ9U_000062_000072
uy5TENZk10I,2,12,uy5TENZk10I_000002_000012
YbqVivLaWw4,11,21,YbqVivLaWw4_000011_000021
49UpadKJY7U,61,71,49UpadKJY7U_000061_000071
J83QgPQQPhQ,26,36,J83QgPQQPhQ_000026_000036
2KsKfc2TcEU,63,73,2KsKfc2TcEU_000063_000073
3su234u58DA,172,182,3su234u58DA_000172_000182
wbOD_G3ttgU,83,93,wbOD_G3ttgU_000083_000093
8oe3ORu8-t4,0,10,8oe3ORu8-t4_000000_000010
_4TY2CTWiRI,59,69,_4TY2CTWiRI_000059_000069
2qNxEfK-yN0,49,59,2qNxEfK-yN0_000049_000059
5eAmn18L0OY,45,55,5eAmn18L0OY_000045_000055
ur4YjPkzLi4,233,243,ur4YjPkzLi4_000233_000243
Y-1GDSTDqTQ,8,18,Y-1GDSTDqTQ_000008_000018
WASSmFKNVc4,189,199,WASSmFKNVc4_000189_000199
EXeiSVI3VCU,122,132,EXeiSVI3VCU_000122_000132
iJT_k-VD08k,10,20,iJT_k-VD08k_000010_000020
Ekqh_qkOvfU,542,552,Ekqh_qkOvfU_000542_000552
2LPE0KU05-Y,89,99,2LPE0KU05-Y_000089_000099
fEp09CGRUTg,60,70,fEp09CGRUTg_000060_000070
oh4oT0lD97w,7,17,oh4oT0lD97w_000007_000017
fpNfHWzVtjA,5,15,fpNfHWzVtjA_000005_000015
u0jpEe8Kn7w,66,76,u0jpEe8Kn7w_000066_000076
I3URfattavI,0,10,I3URfattavI_000000_000010
kWWDhZsV4Es,0,10,kWWDhZsV4Es_000000_000010
WCfBIKrsT9s,118,128,WCfBIKrsT9s_000118_000128
6Ytix-hlMzc,3,13,6Ytix-hlMzc_000003_000013
PdpR-z-y4Mg,0,10,PdpR-z-y4Mg_000000_000010
lc-bVZr8MKc,94,104,lc-bVZr8MKc_000094_000104
q4owm3Er7d8,0,10,q4owm3Er7d8_000000_000010
g63r5yW3WJY,15,25,g63r5yW3WJY_000015_000025
xlbnVWfHdr8,95,105,xlbnVWfHdr8_000095_000105
v-aqP5aP4g0,15,25,v-aqP5aP4g0_000015_000025
ebKUfeBkcIM,34,44,ebKUfeBkcIM_000034_000044
5379yXlh9og,0,10,5379yXlh9og_000000_000010
mNdTGphRHrY,20,30,mNdTGphRHrY_000020_000030
_jy2A6qk_kM,15,25,_jy2A6qk_kM_000015_000025
oHzB-BFvQzM,2,12,oHzB-BFvQzM_000002_000012
Rnta1wIPe1s,196,206,Rnta1wIPe1s_000196_000206
SBOx3KAoAcQ,4,14,SBOx3KAoAcQ_000004_000014
-CYBuvlIw0Q,54,64,-CYBuvlIw0Q_000054_000064
KFF_zkxtOh8,104,114,KFF_zkxtOh8_000104_000114
GfbCLd-oJjE,135,145,GfbCLd-oJjE_000135_000145
2hUA3xzwpJs,0,10,2hUA3xzwpJs_000000_000010
CRqqGYYBLvc,6,16,CRqqGYYBLvc_000006_000016
jsltYtLEKoY,5,15,jsltYtLEKoY_000005_000015
IDYX82M1XPo,36,46,IDYX82M1XPo_000036_000046
vjG6rNAiOLw,29,39,vjG6rNAiOLw_000029_000039
Ybld2zl4NS8,0,10,Ybld2zl4NS8_000000_000010
z8Q-s8AthrA,2,12,z8Q-s8AthrA_000002_000012
Z-ELJyd800U,127,137,Z-ELJyd800U_000127_000137
5YNqhjkMywo,5,15,5YNqhjkMywo_000005_000015
_oAKCHh_Av4,3,13,_oAKCHh_Av4_000003_000013
V8bwMu1BFhw,8,18,V8bwMu1BFhw_000008_000018
_5loyvwKrb0,0,10,_5loyvwKrb0_000000_000010
t-UeQCjC11o,3,13,t-UeQCjC11o_000003_000013
22glIZfA9R4,115,125,22glIZfA9R4_000115_000125
7GiHkgsemGY,0,10,7GiHkgsemGY_000000_000010
2O0hmFiSrsQ,194,204,2O0hmFiSrsQ_000194_000204
FbpBmq5-a_A,11,21,FbpBmq5-a_A_000011_000021
3CxZUEYjf6E,54,64,3CxZUEYjf6E_000054_000064
n0tTYTSg4Os,0,10,n0tTYTSg4Os_000000_000010
BxKLO_y8gBU,77,87,BxKLO_y8gBU_000077_000087
z9r-lQd_Ff8,0,10,z9r-lQd_Ff8_000000_000010
81FISupw6KA,0,10,81FISupw6KA_000000_000010
31rIxx-7KvQ,40,50,31rIxx-7KvQ_000040_000050
HFxj1Q1fRDU,73,83,HFxj1Q1fRDU_000073_000083
Ljyd7jUhtOc,63,73,Ljyd7jUhtOc_000063_000073
olcn2lYN2P4,1,11,olcn2lYN2P4_000001_000011
-_9XcrEHT5s,144,154,-_9XcrEHT5s_000144_000154
Y0zwBnxzd1I,27,37,Y0zwBnxzd1I_000027_000037
g-8em4Q6LGU,42,52,g-8em4Q6LGU_000042_000052
I7jAtEA4BBE,129,139,I7jAtEA4BBE_000129_000139
2Jf2ApnL_Cg,146,156,2Jf2ApnL_Cg_000146_000156
v8DNLQVCPuY,65,75,v8DNLQVCPuY_000065_000075
OLTQ_XjVfO8,579,589,OLTQ_XjVfO8_000579_000589
FXYGhLrkBgI,27,37,FXYGhLrkBgI_000027_000037
0ylhLnuMg8g,53,63,0ylhLnuMg8g_000053_000063
NnxPzi0hYuw,55,65,NnxPzi0hYuw_000055_000065
_j0Hy-wycVM,0,10,_j0Hy-wycVM_000000_000010
2BfV0Fkz_hg,0,10,2BfV0Fkz_hg_000000_000010
U7AVv6ONUoY,11,21,U7AVv6ONUoY_000011_000021
BxgWZBhSGE4,0,10,BxgWZBhSGE4_000000_000010
v2Hr1CH-yb0,76,86,v2Hr1CH-yb0_000076_000086
XnuUuUq-DYE,58,68,XnuUuUq-DYE_000058_000068
e_E3Nr0yljU,9,19,e_E3Nr0yljU_000009_000019
wHxBcTJB1F8,0,10,wHxBcTJB1F8_000000_000010
Q7mzAT5xlwU,23,33,Q7mzAT5xlwU_000023_000033
m4-dmxE3nUU,0,10,m4-dmxE3nUU_000000_000010
O-52wwarhPw,45,55,O-52wwarhPw_000045_000055
daWo02r5RvI,16,26,daWo02r5RvI_000016_000026
nhLHqlb9IUQ,0,10,nhLHqlb9IUQ_000000_000010
J8seLvL5KPY,0,10,J8seLvL5KPY_000000_000010
Xdxpo_ZxA04,64,74,Xdxpo_ZxA04_000064_000074
xsG4N0-Lank,0,10,xsG4N0-Lank_000000_000010
8XE3dPSFfZM,34,44,8XE3dPSFfZM_000034_000044
WpGBC2ITQdI,0,10,WpGBC2ITQdI_000000_000010
2AVty18KSp0,180,190,2AVty18KSp0_000180_000190
1-jIze6gy0g,26,36,1-jIze6gy0g_000026_000036
aG7rjkh12Rw,0,10,aG7rjkh12Rw_000000_000010
411iw6IMcXg,4,14,411iw6IMcXg_000004_000014
wI14syQ_tIE,0,10,wI14syQ_tIE_000000_000010
85e9l9qxtzQ,0,10,85e9l9qxtzQ_000000_000010
oJBcj3ID7fI,0,10,oJBcj3ID7fI_000000_000010
8ji3VkUal2c,3,13,8ji3VkUal2c_000003_000013
t1FS1HXa6HY,784,794,t1FS1HXa6HY_000784_000794
8jDe3ZPcm1A,9,19,8jDe3ZPcm1A_000009_000019
5iLZs5BDXrk,209,219,5iLZs5BDXrk_000209_000219
29Pp3kMRuiQ,92,102,29Pp3kMRuiQ_000092_000102
Bb8OqOF8sP4,7,17,Bb8OqOF8sP4_000007_000017
eixJBHhWbEw,23,33,eixJBHhWbEw_000023_000033
1exiUIfb2aI,5,15,1exiUIfb2aI_000005_000015
5L0jGOL4luc,6,16,5L0jGOL4luc_000006_000016
4LqTgOA9qzc,9,19,4LqTgOA9qzc_000009_000019
upa0JHbTzX4,299,309,upa0JHbTzX4_000299_000309
EkGnk8zZe4E,74,84,EkGnk8zZe4E_000074_000084
I-VLKdi0epU,214,224,I-VLKdi0epU_000214_000224
9icm5vsoOQE,10,20,9icm5vsoOQE_000010_000020
XqRn47i60xI,3,13,XqRn47i60xI_000003_000013
yZnVFmHkwdM,114,124,yZnVFmHkwdM_000114_000124
LCllq7mRBCk,7,17,LCllq7mRBCk_000007_000017
CJUDL32Q7do,18,28,CJUDL32Q7do_000018_000028
3K7PsTqaLv4,143,153,3K7PsTqaLv4_000143_000153
1M_ehUdQbpE,0,10,1M_ehUdQbpE_000000_000010
t-aPsebmI0Q,84,94,t-aPsebmI0Q_000084_000094
Xf0Ef7nYiyo,3,13,Xf0Ef7nYiyo_000003_000013
TslQ8p67hI4,0,10,TslQ8p67hI4_000000_000010
4G4JC7j1i6U,0,10,4G4JC7j1i6U_000000_000010
xiPe16C-5mY,4,14,xiPe16C-5mY_000004_000014
hnWLonR3uN8,52,62,hnWLonR3uN8_000052_000062
Tt-yVwSSap8,0,10,Tt-yVwSSap8_000000_000010
WMeupz5g0a4,70,80,WMeupz5g0a4_000070_000080
DzYCGinZNzU,0,10,DzYCGinZNzU_000000_000010
O-Hy9k_Kf3c,19,29,O-Hy9k_Kf3c_000019_000029
WCdlpVUrbWs,19,29,WCdlpVUrbWs_000019_000029
5ZxOxGrEB0E,9,19,5ZxOxGrEB0E_000009_000019
QP3cjM6o6N8,17,27,QP3cjM6o6N8_000017_000027
R5HizrVh_EY,7,17,R5HizrVh_EY_000007_000017
Xk2lpqrCR4E,167,177,Xk2lpqrCR4E_000167_000177
Lbq8dzeKW1s,6,16,Lbq8dzeKW1s_000006_000016
6x3GfwDDaGQ,5,15,6x3GfwDDaGQ_000005_000015
-c_4PXY7SMk,0,10,-c_4PXY7SMk_000000_000010
1fhKRQdEA3Q,123,133,1fhKRQdEA3Q_000123_000133
pLHb2G9NPLE,7,17,pLHb2G9NPLE_000007_000017
eHuEXcxB3yE,5,15,eHuEXcxB3yE_000005_000015
0AjZCHKtJG8,25,35,0AjZCHKtJG8_000025_000035
5FlC5V1ipLk,0,10,5FlC5V1ipLk_000000_000010
R16t04l9tWE,28,38,R16t04l9tWE_000028_000038
VwMkbeP3PnM,0,10,VwMkbeP3PnM_000000_000010
_r0O0KGH9vo,0,10,_r0O0KGH9vo_000000_000010
95Vl-RRzLgs,2,12,95Vl-RRzLgs_000002_000012
l8r_tFC1pm0,0,10,l8r_tFC1pm0_000000_000010
fNa0EZiUib8,53,63,fNa0EZiUib8_000053_000063
2xVH-79zc_U,0,10,2xVH-79zc_U_000000_000010
7LoFSg8SmQw,20,30,7LoFSg8SmQw_000020_000030
XYlU0BpIltM,11,21,XYlU0BpIltM_000011_000021
du5H86O9b-w,91,101,du5H86O9b-w_000091_000101
a2Ox7idnmU4,104,114,a2Ox7idnmU4_000104_000114
4DMCU48UVV8,0,10,4DMCU48UVV8_000000_000010
axSdPseoUlQ,73,83,axSdPseoUlQ_000073_000083
RjPp0ZPW0yc,0,10,RjPp0ZPW0yc_000000_000010
ZBtWdtb46T8,5,15,ZBtWdtb46T8_000005_000015
-TAr0OegNok,0,10,-TAr0OegNok_000000_000010
-ORYjC-0F8I,0,10,-ORYjC-0F8I_000000_000010
l_VFW7PmJA4,28,38,l_VFW7PmJA4_000028_000038
atKJ7VHKRDw,58,68,atKJ7VHKRDw_000058_000068
29sOueMyaMc,47,57,29sOueMyaMc_000047_000057
L9Z3h_o47nQ,0,10,L9Z3h_o47nQ_000000_000010
ihaCkiCbZK8,23,33,ihaCkiCbZK8_000023_000033
9c9ljBdcG1s,52,62,9c9ljBdcG1s_000052_000062
pBj0nIlWrzE,1,11,pBj0nIlWrzE_000001_000011
V-djaZ1davU,0,10,V-djaZ1davU_000000_000010
y3gjCjk6Fcg,28,38,y3gjCjk6Fcg_000028_000038
Z5w-wkrjHuw,345,355,Z5w-wkrjHuw_000345_000355
1N2r_EIzs5g,0,10,1N2r_EIzs5g_000000_000010
4ijeyZ2m92c,6,16,4ijeyZ2m92c_000006_000016
0H0AdWJ-UJY,22,32,0H0AdWJ-UJY_000022_000032
Zpb1kjnrbKc,1303,1313,Zpb1kjnrbKc_001303_001313
3xA-WeJBKtc,0,10,3xA-WeJBKtc_000000_000010
Xc4VjKPDAOg,3,13,Xc4VjKPDAOg_000003_000013
Qrgnw9c28Eg,66,76,Qrgnw9c28Eg_000066_000076
H1McbtQeqPo,25,35,H1McbtQeqPo_000025_000035
-vbd2W3yD4I,136,146,-vbd2W3yD4I_000136_000146
GCXCT9m1148,0,10,GCXCT9m1148_000000_000010
D-dJ--BP2yY,21,31,D-dJ--BP2yY_000021_000031
8vkNr_eysXY,2,12,8vkNr_eysXY_000002_000012
cz4S3mKn-No,44,54,cz4S3mKn-No_000044_000054
34h2h9U_oV8,35,45,34h2h9U_oV8_000035_000045
pD-lhCqK7fg,85,95,pD-lhCqK7fg_000085_000095
HznNrgamxvM,109,119,HznNrgamxvM_000109_000119
I72uIE-va4E,72,82,I72uIE-va4E_000072_000082
N842a936PY0,12,22,N842a936PY0_000012_000022
FZx-h2nfHnY,255,265,FZx-h2nfHnY_000255_000265
EiXWH6DqvlY,15,25,EiXWH6DqvlY_000015_000025
ofnDF6Ci03M,41,51,ofnDF6Ci03M_000041_000051
t24EEPY3c1k,16,26,t24EEPY3c1k_000016_000026
2uhXIJeb6zo,25,35,2uhXIJeb6zo_000025_000035
b8T3qgIjYu0,0,10,b8T3qgIjYu0_000000_000010
a7duB3wE8uw,20,30,a7duB3wE8uw_000020_000030
L5ErTlgEThI,221,231,L5ErTlgEThI_000221_000231
dfI2Xm-hdSc,0,10,dfI2Xm-hdSc_000000_000010
y3L6i3UpIxA,0,10,y3L6i3UpIxA_000000_000010
_dTUuY5L27o,0,10,_dTUuY5L27o_000000_000010
L42vJ158ISQ,0,10,L42vJ158ISQ_000000_000010
4gUJVzt_zyk,1,11,4gUJVzt_zyk_000001_000011
6PR_YDmJZlw,15,25,6PR_YDmJZlw_000015_000025
lFBl3JavvhM,25,35,lFBl3JavvhM_000025_000035
WeXnmmh_GpE,74,84,WeXnmmh_GpE_000074_000084
tG1k5pm-Jfk,70,80,tG1k5pm-Jfk_000070_000080
LdNnYkqCq9c,9,19,LdNnYkqCq9c_000009_000019
fAE7Jen7r5M,11,21,fAE7Jen7r5M_000011_000021
OHnjPSvtkCQ,135,145,OHnjPSvtkCQ_000135_000145
w8ttgeFJcKI,129,139,w8ttgeFJcKI_000129_000139
kBjslZs3JlU,45,55,kBjslZs3JlU_000045_000055
r-6DdJlhNT4,9,19,r-6DdJlhNT4_000009_000019
0xxG18xn1bA,72,82,0xxG18xn1bA_000072_000082
0Z-vvsm96fE,40,50,0Z-vvsm96fE_000040_000050
1HBtXrz0fO8,34,44,1HBtXrz0fO8_000034_000044
lQvOO0kpUsA,15,25,lQvOO0kpUsA_000015_000025
2rhD4OXPaec,52,62,2rhD4OXPaec_000052_000062
ffnKgRrtBfs,35,45,ffnKgRrtBfs_000035_000045
8N6IfG3ikfE,29,39,8N6IfG3ikfE_000029_000039
hBiEUL142ek,96,106,hBiEUL142ek_000096_000106
21T1JDdJgsM,47,57,21T1JDdJgsM_000047_000057
Z7j0-gk5ATY,63,73,Z7j0-gk5ATY_000063_000073
V1xmfGJ9K5c,21,31,V1xmfGJ9K5c_000021_000031
R2FHFNoyVd4,86,96,R2FHFNoyVd4_000086_000096
jDQFLoiYXEI,0,10,jDQFLoiYXEI_000000_000010
5kvBdoC-qiU,19,29,5kvBdoC-qiU_000019_000029
Fegs9N1v5X8,0,10,Fegs9N1v5X8_000000_000010
-CkUzbeMLe0,72,82,-CkUzbeMLe0_000072_000082
S_y53iSsugk,154,164,S_y53iSsugk_000154_000164
QwB_SR22Gxc,106,116,QwB_SR22Gxc_000106_000116
266DF3P2lt0,6,16,266DF3P2lt0_000006_000016
V18XWMwhP8M,0,10,V18XWMwhP8M_000000_000010
BT4rOXKTVSQ,17,27,BT4rOXKTVSQ_000017_000027
L2tHkBB84Ik,52,62,L2tHkBB84Ik_000052_000062
79PeclarQcI,0,10,79PeclarQcI_000000_000010
RlfVK8z5wJ0,0,10,RlfVK8z5wJ0_000000_000010
Q7UqFn8xMv0,13,23,Q7UqFn8xMv0_000013_000023
F-pS1w5dX3U,14,24,F-pS1w5dX3U_000014_000024
UJr2EP230dk,1,11,UJr2EP230dk_000001_000011
sadD0vSWPB8,0,10,sadD0vSWPB8_000000_000010
m4pa_mTaKWk,2,12,m4pa_mTaKWk_000002_000012
Pb_x3Ew-KZ4,8,18,Pb_x3Ew-KZ4_000008_000018
BtWYzApEncw,183,193,BtWYzApEncw_000183_000193
3IP0YU28PGM,35,45,3IP0YU28PGM_000035_000045
8Dk21aq68DY,102,112,8Dk21aq68DY_000102_000112
hoANIPjYeL8,39,49,hoANIPjYeL8_000039_000049
7d80JQtryJE,302,312,7d80JQtryJE_000302_000312
77wHRVllzow,24,34,77wHRVllzow_000024_000034
MAkTk-28uhE,0,10,MAkTk-28uhE_000000_000010
3FPYYqGyk4w,23,33,3FPYYqGyk4w_000023_000033
Y8iM5-EwRUI,34,44,Y8iM5-EwRUI_000034_000044
vwj04OqdYNk,39,49,vwj04OqdYNk_000039_000049
rEDC7iP9mko,35,45,rEDC7iP9mko_000035_000045
ulE8jEflOcY,6,16,ulE8jEflOcY_000006_000016
ajB5i7H4RDo,221,231,ajB5i7H4RDo_000221_000231
g9s8fB6fc7k,339,349,g9s8fB6fc7k_000339_000349
zUempCKuG_c,0,10,zUempCKuG_c_000000_000010
ZcYB6tPK2Eo,138,148,ZcYB6tPK2Eo_000138_000148
FADsYIHnCww,11,21,FADsYIHnCww_000011_000021
H2ptfpn9QH0,0,10,H2ptfpn9QH0_000000_000010
KO2xSZYu5Nc,30,40,KO2xSZYu5Nc_000030_000040
aYew9G2osTo,0,10,aYew9G2osTo_000000_000010
V4kD7hSL5LI,0,10,V4kD7hSL5LI_000000_000010
pFpMgXc0JBw,44,54,pFpMgXc0JBw_000044_000054
kHFf8SKW7f4,1,11,kHFf8SKW7f4_000001_000011
4n2jNU8LeGU,38,48,4n2jNU8LeGU_000038_000048
eD61bb82J-k,0,10,eD61bb82J-k_000000_000010
l3axslccUQk,102,112,l3axslccUQk_000102_000112
hDJ4E9GilO4,20,30,hDJ4E9GilO4_000020_000030
7N6ionlMMZw,25,35,7N6ionlMMZw_000025_000035
_TKzyWZHjm8,2,12,_TKzyWZHjm8_000002_000012
r-TkrTWX_fo,160,170,r-TkrTWX_fo_000160_000170
8uhX7LPUzWs,2,12,8uhX7LPUzWs_000002_000012
UM8n1uCMh4M,31,41,UM8n1uCMh4M_000031_000041
RJJNyVozaCQ,10,20,RJJNyVozaCQ_000010_000020
AehLAPZBSzA,0,10,AehLAPZBSzA_000000_000010
1w5xkvb3oCc,0,10,1w5xkvb3oCc_000000_000010
9jJeGPikXN8,6,16,9jJeGPikXN8_000006_000016
4Tis-epmKks,33,43,4Tis-epmKks_000033_000043
NXdLU5LM7cQ,7,17,NXdLU5LM7cQ_000007_000017
qgAsN2JSoSE,67,77,qgAsN2JSoSE_000067_000077
49Ab7GEUFyo,3,13,49Ab7GEUFyo_000003_000013
6EoSFJhWWIE,68,78,6EoSFJhWWIE_000068_000078
5_QfMBXvkXE,23,33,5_QfMBXvkXE_000023_000033
R4aheZ0uri0,64,74,R4aheZ0uri0_000064_000074
YboKGeSK3uY,0,10,YboKGeSK3uY_000000_000010
he1xcCOIVH8,15,25,he1xcCOIVH8_000015_000025
OcI0ohj8KdM,7,17,OcI0ohj8KdM_000007_000017
7d_m-QsQtRM,73,83,7d_m-QsQtRM_000073_000083
VdQRM6elhno,3,13,VdQRM6elhno_000003_000013
9FgaLgB6rOQ,15,25,9FgaLgB6rOQ_000015_000025
4puouUszWPU,14,24,4puouUszWPU_000014_000024
wKS_9N_TSKs,0,10,wKS_9N_TSKs_000000_000010
1FfnbzNI500,23,33,1FfnbzNI500_000023_000033
kJjTBlMfLkc,79,89,kJjTBlMfLkc_000079_000089
Z9YicdoAXLo,238,248,Z9YicdoAXLo_000238_000248
8d0aiiAbWB4,136,146,8d0aiiAbWB4_000136_000146
zH2qJbxLkzg,22,32,zH2qJbxLkzg_000022_000032
alVI2nbx30w,96,106,alVI2nbx30w_000096_000106
cHIGg3o4jX4,2,12,cHIGg3o4jX4_000002_000012
xKsBS-j9zeo,112,122,xKsBS-j9zeo_000112_000122
9idFjHC9xLU,0,10,9idFjHC9xLU_000000_000010
ZAqjBqYjjqo,47,57,ZAqjBqYjjqo_000047_000057
rZSxE5CiIY0,12,22,rZSxE5CiIY0_000012_000022
AEkLDauJVi0,69,79,AEkLDauJVi0_000069_000079
C520Klh75oU,35,45,C520Klh75oU_000035_000045
45xZbSPyjYY,9,19,45xZbSPyjYY_000009_000019
7BUM5wYubKY,403,413,7BUM5wYubKY_000403_000413
gjgGkqx_RAI,17,27,gjgGkqx_RAI_000017_000027
W1Cxl-vz0Vc,0,10,W1Cxl-vz0Vc_000000_000010
rXK_Vb-nNog,24,34,rXK_Vb-nNog_000024_000034
eBTYOQQeZWA,0,10,eBTYOQQeZWA_000000_000010
WeD3AC3Fw4Q,38,48,WeD3AC3Fw4Q_000038_000048
9jiRn7q-Fl8,75,85,9jiRn7q-Fl8_000075_000085
0DUtghm2U34,106,116,0DUtghm2U34_000106_000116
AJXUJRVNbZY,53,63,AJXUJRVNbZY_000053_000063
F-mRnL_XmJU,0,10,F-mRnL_XmJU_000000_000010
hBhyqgseghA,8,18,hBhyqgseghA_000008_000018
YnojwIPsH0g,0,10,YnojwIPsH0g_000000_000010
2XRtxWhF8SI,27,37,2XRtxWhF8SI_000027_000037
N5hqbKqhe1U,22,32,N5hqbKqhe1U_000022_000032
-MbgmB0jOpY,4,14,-MbgmB0jOpY_000004_000014
0Mvf0OniSKI,20,30,0Mvf0OniSKI_000020_000030
B17026LccoA,6,16,B17026LccoA_000006_000016
W0JLIG8Vo0s,69,79,W0JLIG8Vo0s_000069_000079
K75LTTCkJYk,31,41,K75LTTCkJYk_000031_000041
hyqD2ZGznWo,40,50,hyqD2ZGznWo_000040_000050
7O_3PcJND-A,8,18,7O_3PcJND-A_000008_000018
6ax1E41RuDw,0,10,6ax1E41RuDw_000000_000010
LkhzzderYmM,58,68,LkhzzderYmM_000058_000068
-AMj3cjAyrY,3,13,-AMj3cjAyrY_000003_000013
_I0jgwU01oY,67,77,_I0jgwU01oY_000067_000077
jgTIiXoJ7Fs,1,11,jgTIiXoJ7Fs_000001_000011
2Qil6u60DgI,300,310,2Qil6u60DgI_000300_000310
vODwYIQjdeA,137,147,vODwYIQjdeA_000137_000147
0t0DB1B1w8Y,0,10,0t0DB1B1w8Y_000000_000010
g8Idd47kGqo,37,47,g8Idd47kGqo_000037_000047
dQqPh1V4Kug,60,70,dQqPh1V4Kug_000060_000070
8SB5o6OLHmg,15,25,8SB5o6OLHmg_000015_000025
